8474596,8,64,20,32,9,0.906
8474596,19,289,148,94,26,0.913
8481597,14,1,0,0,0,0.7
8475883,12,50,34,13,3,0.925
8475883,10,268,149,74,36,0.914
8475883,24,125,77,26,12,0.918
8467950,7,27,14,11,2,0.899
8467950,15,4,2,1,0,0.915
8467950,9,354,158,141,39,0.912
8481020,21,2,1,0,1,0.863
8473541,1,10,4,4,1,0.902
8473541,17,105,33,51,9,0.908
8473541,21,37,19,13,3,0.913
8473541,24,39,21,7,4,0.915
8473541,10,151,59,68,17,0.915
8473541,26,14,9,3,1,0.922
8475234,29,4,3,1,0,0.924
8475234,16,13,3,6,1,0.894
8475234,2,21,6,4,3,0.9
8476412,19,157,86,45,20,0.911
8478406,1,128,55,50,15,0.908
8475683,13,128,76,33,11,0.905
8475683,29,374,213,130,27,0.921
8476316,54,24,10,9,3,0.895
8476316,52,54,25,19,3,0.913
8476316,22,28,7,13,2,0.897
8475789,10,72,47,14,8,0.915
8475789,26,57,20,24,5,0.918
8475789,25,1,0,1,0,0.872
8477480,52,18,10,6,1,0.899
8477480,1,1,1,0,0,0.909
8477480,17,3,0,2,0,0.864
8477831,15,29,16,8,3,0.903
8477831,19,2,0,1,0,0.829
8478916,55,4,0,3,0,0.858
8478916,9,9,1,4,1,0.894
8482076,1,23,9,11,0,0.893
8480420,16,29,9,10,4,0.905
8477180,7,12,1,8,1,0.893
8477180,1,7,1,5,0,0.857
8477180,28,107,48,34,12,0.908
8477967,23,130,64,51,10,0.914
8479193,5,90,40,26,10,0.914
8480022,23,3,0,2,0,0.771
8475839,5,1,1,0,0,0.976
8475839,20,1,0,1,0,0.87
8475839,1,16,3,8,2,0.882
8475839,23,1,0,1,0,0.882
8475839,14,38,28,8,1,0.91
8475839,53,84,27,41,7,0.906
8480843,24,4,1,2,0,0.907
8476904,55,22,7,11,1,0.899
8476904,13,35,21,8,4,0.931
8476904,9,3,0,1,0,0.889
8470880,14,15,8,3,3,0.918
8470880,4,130,65,38,14,0.902
8470880,20,49,26,18,3,0.91
8470880,19,143,81,36,12,0.92
8470594,16,45,19,21,5,0.908
8470594,30,5,4,1,0,0.926
8470594,54,192,117,60,14,0.917
8470594,5,257,149,73,27,0.917
8476341,9,47,20,20,4,0.915
8476341,12,3,1,1,0,0.897
8476341,16,35,10,16,4,0.908
8476341,29,10,1,8,0,0.879
8480925,21,54,35,12,5,0.921
8477457,15,4,1,1,1,0.924
8480382,3,125,55,47,11,0.908
8476434,24,373,165,146,50,0.915
8476903,1,17,3,10,0,0.882
8476903,19,1,0,0,1,0.923
8476903,20,12,4,5,1,0.903
8471306,17,61,17,27,9,0.902
8471306,2,193,101,60,17,0.915
8471306,5,20,9,6,3,0.908
8471306,53,25,10,8,5,0.92
8471306,28,6,1,4,0,0.915
8475831,55,51,16,29,5,0.891
8475831,21,113,66,30,10,0.918
8475831,15,101,43,31,11,0.923
8479406,9,24,8,12,3,0.902
8470860,23,16,4,7,2,0.899
8470860,6,90,49,23,14,0.918
8470860,2,177,88,65,19,0.913
8470860,19,56,30,14,5,0.913
8470860,15,12,5,4,3,0.93
8477202,8,4,3,0,0,0.92
8477202,1,2,0,1,1,0.783
8477202,21,1,0,1,0,0.939
8477202,9,55,27,14,6,0.923
8479394,4,145,62,60,16,0.906
8476945,52,377,199,127,35,0.916
8478499,28,25,10,11,1,0.906
8478499,53,49,19,21,4,0.909
8480981,19,2,1,1,0,0.88
8474651,25,24,10,10,1,0.913
8474651,23,21,7,11,3,0.889
8474651,15,447,268,118,43,0.915
8475920,7,6,4,2,0,0.917
8478903,3,1,0,1,0,0.821
8478024,19,52,31,12,6,0.915
8474636,10,30,10,15,2,0.898
8474636,21,1,1,0,0,0.944
8474636,13,4,1,1,2,0.839
8474636,52,102,43,39,11,0.91
8475622,53,3,0,2,0,0.741
8475622,7,94,31,49,10,0.902
8475622,19,62,30,15,5,0.923
8475622,18,75,33,23,12,0.91
8475622,16,1,0,1,0,0.893
8478971,18,2,1,1,0,0.906
8477465,5,158,92,47,13,0.915
8477992,21,17,8,3,2,0.895
8477992,13,1,0,1,0,0.815
8477992,7,13,1,8,2,0.888
8474889,4,29,10,15,3,0.902
8474889,28,327,170,121,27,0.907
8474889,26,34,16,11,2,0.923
8478039,30,54,31,17,4,0.907
8478039,28,5,0,3,0,0.895
8478902,10,9,5,2,1,0.904
8471418,25,112,47,40,17,0.917
8471418,6,61,32,16,9,0.913
8471418,24,9,3,3,0,0.909
8471418,12,70,27,31,7,0.914
8476234,3,10,4,2,1,0.903
8476234,8,6,1,1,3,0.875
8476234,1,151,64,55,17,0.906
8481519,13,33,21,8,3,0.907
8480373,53,2,0,0,0,0.914
8480373,28,10,3,5,0,0.899
8476914,29,182,76,67,21,0.902
8475156,22,160,81,57,13,0.907
8475311,21,50,34,9,3,0.926
8475311,53,121,55,48,15,0.92
8475311,26,19,10,1,3,0.932
8475311,30,102,41,34,14,0.91
8479581,12,2,0,1,0,0.78
8476509,14,2,1,1,0,0.828
8476509,5,1,1,0,0,1
8476509,54,17,6,8,1,0.868
8480947,16,61,21,26,11,0.901
8475215,54,63,39,20,3,0.912
8475215,16,33,16,10,5,0.918
8475215,2,46,25,13,5,0.93
8475215,7,133,42,61,22,0.916
8475215,9,73,26,30,13,0.915
8479292,19,5,5,0,0,0.958
8479292,8,24,10,12,2,0.907
8480045,7,13,3,8,2,0.913
8479312,12,2,1,0,1,0.908
8479312,4,22,6,7,2,0.893
8474593,20,100,56,33,10,0.916
8474593,23,229,99,93,27,0.913
8474593,13,35,9,20,4,0.893
8477484,23,3,1,0,2,0.958
8477484,21,3,0,2,1,0.865
8478933,8,1,0,0,0,0.571
8478007,29,112,45,40,19,0.912
8478470,8,34,7,15,6,0.896
8478470,13,25,9,8,3,0.892
8475852,10,20,12,6,0,0.888
8475852,12,92,50,32,8,0.911
8475852,17,166,72,58,20,0.912
8475852,4,17,6,6,3,0.891
8476899,9,47,15,25,3,0.899
8476899,5,199,117,53,19,0.914
8477968,17,53,18,21,9,0.9
8477968,12,29,17,7,4,0.928
8479979,25,71,37,21,8,0.913
8477361,26,89,39,38,7,0.91
8475717,17,12,3,4,1,0.853
8475717,4,11,4,2,2,0.863
8475717,53,6,0,4,0,0.892
8475717,10,1,0,0,1,0.857
8475717,21,86,28,44,6,0.914
8480051,8,18,3,10,2,0.874
8481031,53,6,0,3,1,0.858
8471734,26,456,222,175,53,0.911
8477293,12,22,12,4,4,0.914
8477293,53,104,46,42,11,0.921
8477293,3,55,27,14,4,0.921
8477293,16,39,20,9,5,0.912
8471695,6,462,261,130,55,0.92
8473503,28,51,24,18,7,0.918
8473503,12,47,29,11,4,0.91
8473503,13,123,53,42,16,0.912
8473503,10,136,51,52,14,0.915
8479496,18,12,5,3,2,0.891
8479496,20,130,63,39,15,0.908
8479496,10,4,1,1,1,0.888
8478492,15,83,50,19,7,0.904
8478433,4,1,0,0,1,0.935
8477424,18,215,111,69,20,0.921
8474667,53,1,0,1,0,0.844
8474667,13,9,4,4,0,0.911
8479313,28,7,1,2,1,0.901
8481033,1,6,0,4,0,0.833
8471239,2,1,1,0,0,0.9
8471239,1,311,115,133,50,0.915
8471239,23,30,17,9,4,0.927
8478048,3,95,60,26,7,0.928
8479973,22,14,7,6,0,0.909
8469608,22,94,51,27,10,0.909
8469608,20,97,48,38,8,0.909
8469608,53,245,90,114,31,0.912
8482821,16,3,0,2,0,0.863
8481544,9,2,1,1,0,0.889
8478009,2,66,36,20,10,0.925
8476343,26,2,1,0,0,0.936
8476343,54,1,0,0,0,0.857
8476343,10,37,14,18,2,0.898
8471774,28,62,23,20,7,0.908
8471774,30,89,37,30,11,0.908
8476932,24,33,15,11,2,0.922
8476932,4,19,6,4,4,0.911
8476932,22,6,0,2,0,0.897
8476876,7,4,0,2,1,0.871
8476876,16,17,6,8,1,0.9
8476876,54,63,30,21,7,0.901
8476876,6,2,0,2,0,0.727
8480280,6,44,27,13,3,0.924
8475660,30,77,47,20,8,0.913
8475660,20,26,12,10,1,0.919
8475660,22,227,104,95,19,0.912
8475660,4,4,1,2,0,0.881
8475660,3,57,33,15,5,0.931
8480193,29,4,0,2,0,0.937
8480313,54,13,7,4,0,0.921
8474682,7,38,9,19,7,0.902
8474682,24,1,0,0,0,1
8474682,8,26,9,9,4,0.91
8476999,6,37,23,10,2,0.912
8476999,7,117,50,47,13,0.912
8477970,15,74,39,21,9,0.91
8473575,2,109,47,40,12,0.919
8473575,21,336,157,132,35,0.916
8476883,14,358,225,99,24,0.919
8478872,53,44,12,28,2,0.903
8478435,20,17,10,5,1,0.906
8478435,6,5,2,2,1,0.886
8475809,53,46,15,21,6,0.904
8475809,25,3,2,0,1,0.905
8475809,1,23,5,11,5,0.908
8479361,10,4,3,1,0,0.911
8476861,54,6,4,1,0,0.906
8471227,28,17,3,9,2,0.898
8471227,21,5,3,2,0,0.886
8471227,30,328,177,113,28,0.918
8471227,53,19,9,5,2,0.916
8471227,22,70,25,33,8,0.909
8471227,18,2,0,1,1,0.85
8476444,14,2,1,1,0,0.875
8476444,2,14,3,4,3,0.904
8477234,26,2,1,1,0,0.922
8477234,28,2,1,1,0,0.948
8477405,9,42,9,17,9,0.894
8479288,18,1,0,0,0,1
8479288,10,1,0,1,0,0.842
8480162,29,8,2,2,2,0.899
8470147,14,30,12,13,5,0.895
8470147,12,33,20,11,2,0.912
8470147,10,32,17,12,1,0.925
8470147,29,85,26,33,8,0.909
8482246,28,3,0,1,1,0.864
8468011,24,87,33,27,14,0.91
8468011,23,150,64,68,16,0.914
8468011,7,80,32,39,8,0.919
8468011,19,19,10,8,1,0.903
8480112,21,5,1,1,2,0.838
8480112,53,1,0,0,0,0.889
8471679,8,436,236,153,44,0.917
8471469,18,433,231,141,49,0.915
8481001,29,1,0,0,0,0.75
8481501,20,1,0,0,0,0.818
8479188,12,1,1,0,0,0.8
8477312,21,2,1,0,0,0.881
8477312,10,2,1,1,0,0.927
8471750,25,143,74,48,11,0.923
8471750,14,227,131,64,20,0.921
8471750,26,7,2,3,2,0.9
8471750,9,13,8,5,0,0.922
8470645,16,366,196,124,39,0.92
8470657,17,351,136,142,51,0.91
8468685,3,419,207,155,42,0.916
8475195,9,44,20,20,2,0.911
8475195,23,39,10,22,5,0.899
8475195,7,26,10,10,4,0.923
8475195,22,26,10,12,2,0.901
8475195,19,3,0,1,0,0.909
8475195,2,19,8,7,2,0.896
8480213,1,2,0,1,0,0.902
8479530,21,2,1,1,0,0.914
8473614,23,7,3,4,0,0.901
8473614,22,9,3,4,1,0.912
8473614,25,13,6,5,0,0.885
8479016,25,2,0,0,0,0.947
8479294,24,5,1,3,0,0.928
8469514,26,57,28,21,3,0.913
8469514,14,15,6,4,1,0.884
8469514,8,37,18,9,4,0.909
8477237,9,73,24,33,11,0.906
8477237,5,1,0,0,0,1
8477237,8,55,21,25,6,0.903
8474152,12,51,15,25,9,0.887
8474152,16,75,39,17,9,0.923
8480363,17,1,0,0,0,0.818
8473434,19,10,2,6,0,0.884
8473434,24,9,0,5,0,0.872
8473434,7,81,32,32,7,0.907
8473434,20,36,18,15,1,0.91
8473434,2,19,8,8,1,0.889
8473434,6,27,17,4,3,0.925
8473434,53,4,2,0,2,0.954
8466141,13,255,122,87,32,0.918
8466141,23,62,28,22,9,0.914
8470093,9,10,1,4,1,0.897
8470093,4,1,0,1,0,0.833
8470093,25,2,1,1,0,0.9
8470093,53,1,0,1,0,0.853
8470093,29,4,1,1,1,0.904
8473607,4,89,39,30,9,0.908
8473607,7,29,6,19,3,0.921
8473607,2,5,1,3,1,0.881
8473607,15,26,8,11,4,0.912
8474550,8,36,15,11,6,0.909
8474550,5,3,0,3,0,0.797
8474550,13,2,0,1,0,0.872
8474550,25,85,37,25,11,0.9
8474550,28,168,94,52,20,0.916
8475277,14,3,2,1,0,0.882
8470320,16,33,16,12,4,0.897
8470320,12,254,113,95,38,0.906
8478965,1,3,0,1,0,0.945
8473499,24,5,1,1,0,0.926
8473499,13,7,0,5,0,0.876
8473499,21,35,10,13,2,0.915
8473499,20,29,9,17,2,0.897
8477225,17,21,5,9,4,0.88
8480263,54,1,0,0,0,0.5
8479138,16,1,0,0,0,1
8471301,16,15,3,7,3,0.898
8477990,3,1,0,0,0,0.833
8475663,1,4,1,2,0,0.903
8475663,20,4,1,2,0,0.813
8475663,12,54,20,21,9,0.902
8475663,23,82,34,30,9,0.917
8476986,53,2,0,0,0,0.944
8470140,25,305,144,100,35,0.91
8473461,52,13,5,6,1,0.906
8473461,4,231,104,78,36,0.918
8473461,29,13,3,6,1,0.899
8471219,22,9,2,2,2,0.906
8471219,8,23,10,7,4,0.905
8471219,13,45,18,14,5,0.908
8471219,52,35,16,9,3,0.916
8471715,3,19,4,9,1,0.91
8471715,52,192,82,79,22,0.907
8471433,9,1,0,1,0,0.882
8471433,20,2,1,1,0,0.912
8476330,7,1,0,1,0,1
8479115,12,1,0,0,0,#NUM!
8473523,10,6,0,3,1,0.872
8473523,26,16,7,5,1,0.922
8473523,7,77,21,42,8,0.908
8473523,25,13,5,5,0,0.906
8477356,14,3,1,0,1,0.959
8475361,22,7,1,3,1,0.878
8475361,6,24,11,9,1,0.908
8475361,17,41,21,10,6,0.904
8476433,3,3,1,0,0,0.882
8476433,18,1,0,0,0,0.75
8468038,12,4,2,2,0,0.87
8468038,16,1,0,0,0,0.941
8468038,4,1,0,1,0,0.808
8476992,18,31,8,13,4,0.895
8475876,6,8,0,4,1,0.858
8471251,53,3,0,1,0,0.9
8471251,15,12,3,6,1,0.881
8471251,12,40,11,20,5,0.906
8474092,21,10,1,6,1,0.888
8473553,26,13,2,7,1,0.879
8473553,5,35,16,14,3,0.915
8473404,20,4,2,2,0,0.881
8473404,30,82,34,33,8,0.901
8471186,1,2,0,1,0,0.778
8471186,22,3,1,0,0,0.881
8473972,20,78,35,30,5,0.905
8473972,24,76,44,19,11,0.912
8476309,7,1,0,1,0,0.867
8474765,53,19,5,7,1,0.894
8474765,7,16,4,8,2,0.924
8474765,25,10,2,8,0,0.875
8474765,14,47,18,22,3,0.897
8478559,9,1,0,1,0,0.912
8475299,20,37,15,15,5,0.901
8471403,20,111,49,42,8,0.911
8475681,8,15,5,8,0,0.906
8475681,22,78,24,37,11,0.898
8475681,26,19,7,5,4,0.931
8475681,10,20,7,9,0,0.915
8478999,53,2,0,1,0,0.75
8477914,21,1,0,0,0,0.667
8455710,19,7,3,3,0,0.899
8455710,1,68,32,23,13,0.901
8468524,24,8,1,4,1,0.847
8468524,22,20,5,8,5,0.908
8468524,30,12,7,1,3,0.911
8468524,4,40,19,17,3,0.9
8475781,22,1,0,0,0,0.75
8466339,1,3,0,0,1,0.852
8466339,13,36,9,14,3,0.886
8474202,30,4,1,0,1,0.89
8468540,13,14,4,8,1,0.881
8468540,25,14,5,6,0,0.9
8468540,12,19,6,8,2,0.906
8469548,4,59,19,23,9,0.899
8469548,16,21,17,1,0,0.922
8476839,22,33,9,18,4,0.894
8476839,24,30,17,8,3,0.915
8475252,7,13,1,10,2,0.898
8475252,30,1,0,1,0,0.848
8467391,24,5,2,0,1,0.909
8467391,22,7,1,3,0,0.87
8467391,53,15,4,6,2,0.923
8477092,7,1,0,1,0,0.917
8474591,17,2,1,0,0,0.96
8460705,14,11,3,6,2,0.882
8460705,2,81,38,25,15,0.907
8474690,2,34,12,19,2,0.892
8475680,25,2,0,1,0,0.841
8475680,10,1,0,0,0,1
8477084,3,2,2,0,0,0.978
8476844,6,19,8,5,1,0.92
8467972,4,10,5,2,0,0.888
8475824,21,2,0,1,0,0.884
8462047,3,8,2,3,1,0.887
8473638,14,4,0,4,0,0.884
8474754,23,1,0,0,0,0.806
8462044,21,40,16,10,5,0.911
8470216,30,34,19,8,3,0.927
8476763,4,1,0,0,1,0.868
8459140,16,4,1,0,1,0.811
8459140,22,12,4,6,1,0.923
8475303,7,2,0,0,1,0.875
8474855,9,1,0,0,0,0.8
8476319,7,7,1,4,0,0.906
8469732,20,32,13,13,2,0.898
8469569,10,2,0,1,0,0.922
8476846,25,6,1,3,1,0.89
8475720,16,1,0,0,0,0.714
8460703,13,40,16,20,3,0.909
8460703,25,8,2,4,1,0.902
8475771,53,1,0,1,0,0.906
8462052,4,4,0,2,0,0.891
8468481,2,3,0,3,0,0.855
8471712,1,1,0,0,0,1
8464999,14,18,5,9,2,0.897
8460704,1,19,6,10,3,0.883
8473414,20,6,2,1,1,0.883
8462147,20,24,8,14,2,0.882
8462152,18,11,1,7,1,0.873
8460535,13,15,4,6,3,0.893
8460712,5,20,13,4,0,0.919
